tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Mathematics,1350,Duke University,Zibu,,Liu,2517381,3,good,TEACHER,PROFESSOR,4.7
Chemistry,1350,Duke University,Jie,,Liu,776332,20,poor,TEACHER,PROFESSOR,2.4
English,1350,Duke University,Hilarie,,Lloyd,631233,4,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Mbaye,,Lo,928406,34,average,TEACHER,PROFESSOR,3.5
Classics,1350,Duke University,Alex,,Loney,1631189,3,good,TEACHER,PROFESSOR,4.2
Women's Studies,1350,Duke University,Janie,,Long,1453732,4,good,TEACHER,PROFESSOR,4.1
Languages,1350,Duke University,Michele,,Longino,394270,14,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Gabriel,,Lopez,1558197,1,poor,TEACHER,PROFESSOR,1.5
Languages,1350,Duke University,Francisco,,Lopez-Martin,782785,4,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Santiago,,Lopresti,553048,9,good,TEACHER,PROFESSOR,4.8
Science,1350,Duke University,Susan,,Lozier,1952632,4,poor,TEACHER,PROFESSOR,1.9
Engineering,1350,Duke University,Felix,,Lu,735238,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Jie,,Lu,911291,4,average,TEACHER,PROFESSOR,3.3
Mathematics,1350,Duke University,Yulong,,Lu,2304585,5,poor,TEACHER,PROFESSOR,1.8
Mathematics,1350,Duke University,Jianfeng,,Lu,2324994,1,poor,TEACHER,PROFESSOR,2.0
Literature,1350,Duke University,Wahneema,,Lubiano,368290,11,good,TEACHER,PROFESSOR,4.1
Information Science,1350,Duke University,Richard,,Lucic,785314,10,good,TEACHER,PROFESSOR,4.3
Philosophy,1350,Duke University,Andres,,Luco,1078469,3,good,TEACHER,PROFESSOR,4.2
History,1350,Duke University,Sebastian,,Lukasik,1188632,8,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Ma,,Luo,2062475,1,poor,TEACHER,PROFESSOR,1.0
Art History,1350,Duke University,Emilie,AnneYvonne,Luse,2025212,1,good,TEACHER,PROFESSOR,4.5
Biology,1350,Duke University,Francois,,Lutzoni,1185082,24,average,TEACHER,PROFESSOR,3.1
Chemistry,1350,Duke University,Ken,,Lyle,1127743,6,average,TEACHER,PROFESSOR,3.4
Statistics,1350,Duke University,Ruibo,,Ma,2220267,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Ding,,Ma,2221879,7,good,TEACHER,PROFESSOR,3.5
Chinese,1350,Duke University,Wenjia,,Ma,2276533,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Li,,Ma,2327590,3,average,TEACHER,PROFESSOR,3.3
Mathematics,1350,Duke University,Ziyu,,Ma,2411265,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Christian,,MacAro,1377613,1,poor,TEACHER,PROFESSOR,1.0
Engineering,1350,Duke University,Paolo,,Maccarini,2083900,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1350,Duke University,Ashwin,,Machanavajjhala,2340460,4,poor,TEACHER,PROFESSOR,2.0
Political Science,1350,Duke University,Ian,,MacMullen,2307018,13,average,TEACHER,PROFESSOR,2.5
Management,1350,Duke University,Rachelle,,Macon,2360882,3,poor,TEACHER,PROFESSOR,1.0
Chemistry,1350,Duke University,Richard,,MacPhail,204804,113,average,TEACHER,PROFESSOR,3.5
Physics,1350,Duke University,Tera,,Madarchod,1689695,1,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Adelheid,,Madden,2235844,1,good,TEACHER,PROFESSOR,4.0
Computer Science,1350,Duke University,Bruce,,Maggs,1504148,7,good,TEACHER,PROFESSOR,4.3
Political Science,1350,Duke University,Abdeslam,,Maghraoui,1280319,7,good,TEACHER,PROFESSOR,3.9
Political Science,1350,Duke University,Daniel,,Magleby,1721535,4,good,TEACHER,PROFESSOR,4.6
Languages,1350,Duke University,Caroline,,Magnin,1676215,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Paul,M,Magwene,1908619,4,poor,TEACHER,PROFESSOR,2.1
English,1350,Duke University,Michael,,Maiwald,2004923,1,good,TEACHER,PROFESSOR,3.5
Anthropology,1350,Duke University,Nancy,,Major,640246,5,good,TEACHER,PROFESSOR,5.0
Statistics,1350,Duke University,Simon,Tsz Fung,Mak,2527758,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Anne-Maria,,Makhulu,1170478,11,good,TEACHER,PROFESSOR,3.6
Languages,1350,Duke University,Elena,,Maksimova,2314110,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1350,Duke University,Steven,,Malcolmson,1954759,16,good,TEACHER,PROFESSOR,3.8
History,1350,Duke University,Jehangir,,Malegam,2475619,2,average,TEACHER,PROFESSOR,2.5
Mathematics,1350,Duke University,Greg,,Malen,2448461,2,average,TEACHER,PROFESSOR,3.0
Political Science,1350,Duke University,Edmund,,Malesky,2571505,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Robert,,Malkin,527180,25,good,TEACHER,PROFESSOR,3.6
English,1350,Duke University,Michael,,Malone,986164,8,good,TEACHER,PROFESSOR,3.9
Education,1350,Duke University,David,,Malone,342917,26,good,TEACHER,PROFESSOR,4.2
English,1350,Duke University,Melissa,,Malouf,229159,26,average,TEACHER,PROFESSOR,2.6
Political Science,1350,Duke University,Melanie,,Manion,2201729,3,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Lydia,,Manning,1725681,1,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Elizabeth,,Mannshardt-Shamseldin,1475217,2,poor,TEACHER,PROFESSOR,2.2
Biology,1350,Duke University,Paul,,Manos,417685,26,good,TEACHER,PROFESSOR,4.1
History,1350,Duke University,Gordon,,Mantler,1229441,25,good,TEACHER,PROFESSOR,3.9
Mathematics,1350,Duke University,Sonja,,Mapes,1347550,12,good,TEACHER,PROFESSOR,4.0
Engineering,1350,Duke University,Marco,,Marani,1677896,1,poor,TEACHER,PROFESSOR,2.0
Anthropology,1350,Duke University,Damanio,,Marchi,571761,13,average,TEACHER,PROFESSOR,3.2
Religion,1350,Duke University,David,,Marcus,2368109,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Mesha,,Maren-Hogan,2555763,1,good,TEACHER,PROFESSOR,5.0
Spanish,1350,Duke University,Candela,,Marini,1848684,1,good,TEACHER,PROFESSOR,4.0
Philosophy,1350,Duke University,Carlos,,Mariscal,1664891,4,good,TEACHER,PROFESSOR,4.8
Theater,1350,Duke University,Kristen,,Marks,1156845,3,good,TEACHER,PROFESSOR,4.8
Psychology,1350,Duke University,Elizabeth,,Marsh,489832,17,average,TEACHER,PROFESSOR,3.0
Engineering,1350,Duke University,Piotr,,Marszalek,986161,11,good,TEACHER,PROFESSOR,3.5
Nursing,1350,Duke University,Michelle,,Martin,466240,1,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,John,,Martin,1279332,5,good,TEACHER,PROFESSOR,4.4
Public Policy,1350,Duke University,Anne,,Martin-Staple,830189,12,average,TEACHER,PROFESSOR,2.8
Electrical Engineering,1350,Duke University,Iman,,Marvian,2475887,1,good,TEACHER,PROFESSOR,5.0
Not Specified,1350,Duke University,Lisa,,Mason,1082731,3,good,TEACHER,PROFESSOR,4.0
Engineering,1350,Duke University,Hisham,,Massoud,369902,26,average,TEACHER,PROFESSOR,3.4
International Studies,1350,Duke University,Catherine,,Mathers,2085235,4,good,TEACHER,PROFESSOR,4.8
Public Policy,1350,Duke University,Jack,,Matlock,2088611,2,good,TEACHER,PROFESSOR,4.3
Anthropology,1350,Duke University,James,,Matory,1641107,11,poor,TEACHER,PROFESSOR,2.1
Mathematics,1350,Duke University,Jonathan,,Mattingly,305166,6,good,TEACHER,PROFESSOR,4.2
Biology,1350,Duke University,Laurie,,Mauger,2574748,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Arnaud,,Maurel,1826076,2,average,TEACHER,PROFESSOR,3.0
History,1350,Duke University,Seymour,,Mauskopf,237169,13,average,TEACHER,PROFESSOR,3.2
Psychology,1350,Duke University,Pamela,,Maxson,521951,12,good,TEACHER,PROFESSOR,3.9
English,1350,Duke University,Leslie,,Maxwell,1880055,16,average,TEACHER,PROFESSOR,2.9
Public Policy,1350,Duke University,Frederick,,Mayer,2130186,7,good,TEACHER,PROFESSOR,4.7
Accounting,1350,Duke University,Bill,,Mayew,1537878,1,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Sucheta,,Mazumdar,608321,18,good,TEACHER,PROFESSOR,3.7
Theater,1350,Duke University,Jody,,McAuliffe,1697456,5,good,TEACHER,PROFESSOR,4.7
Chemistry,1350,Duke University,Dewey,,McCafferty,979680,24,average,TEACHER,PROFESSOR,2.9
Music,1350,Duke University,Kerry,,McCarthy,590149,11,good,TEACHER,PROFESSOR,4.3
Chemistry,1350,Duke University,Deborah,,McCarthy,1766002,31,poor,TEACHER,PROFESSOR,1.3
Film,1350,Duke University,Lisa,,McCarty,2293708,3,poor,TEACHER,PROFESSOR,2.0
Political Science,1350,Duke University,Paula,,McClain,1129251,3,average,TEACHER,PROFESSOR,3.1
Biology,1350,Duke University,,,McClay,824869,9,good,TEACHER,PROFESSOR,3.7
Biology,1350,Duke University,David,,McClay,2078446,4,good,TEACHER,PROFESSOR,4.4
Nursing,1350,Duke University,Eleanor,,McConnell,2464307,0,zero,TEACHER,PROFESSOR,N/A
Physical Education,1350,Duke University,Steven,,McCune ,1962172,0,zero,TEACHER,PROFESSOR,N/A
Education,1350,Duke University,Brian,,McDonald,2566427,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Marjorie,,McElroy,1390149,2,good,TEACHER,PROFESSOR,5.0
Documentary Studies,1350,Duke University,"Harold ""tits""",,McGee,1649493,1,good,TEACHER,PROFESSOR,5.0
Art amp Art History,1350,Duke University,Beverly,,McIver,2358904,1,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Margaret,,McKean,292844,26,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Scott,,McKinley,911393,15,good,TEACHER,PROFESSOR,3.6
Languages,1350,Duke University,Ellen,,McLarney,585533,23,good,TEACHER,PROFESSOR,4.2
Physics,1350,Duke University,Bill,,McNairy,393855,23,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,Daniel,,McShea,940288,7,good,TEACHER,PROFESSOR,4.4
Art & Art History,1350,Duke University,Neil,,McWilliam,1814538,4,good,TEACHER,PROFESSOR,3.9
Psychology,1350,Duke University,Warren,,Meck,393815,31,average,TEACHER,PROFESSOR,2.6
Public Policy,1350,Duke University,Robyn,,Meeks,2293441,4,poor,TEACHER,PROFESSOR,1.0
Physics,1350,Duke University,Thomas,,Mehen,1718434,5,average,TEACHER,PROFESSOR,3.1
Anthropology,1350,Duke University,Louise,,Meintjes,777094,6,average,TEACHER,PROFESSOR,2.9
Mathematics,1350,Duke University,Xavier,,Mela,1363739,28,good,TEACHER,PROFESSOR,4.2
Mathematics,1350,Duke University,Omar,,Melikechi,2561356,2,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,S.J.,,Mendelsohn,1751470,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Chen,,Meng,1372288,2,good,TEACHER,PROFESSOR,4.5
Statistics,1350,Duke University,Li,,Meng,2126732,2,average,TEACHER,PROFESSOR,3.0
Political Science,1350,Duke University,Ray,,Mercado,1791031,2,good,TEACHER,PROFESSOR,4.8
Biology,1350,Duke University,John,,Mercer,762097,13,poor,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Lisa,,Merschel,598141,33,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Adam,,Mestyan,2198520,6,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Sean,,Metzger,546310,12,good,TEACHER,PROFESSOR,4.0
Ecology & Evolutionary Biology,1350,Duke University,Joel,,Meyer,1061312,21,good,TEACHER,PROFESSOR,4.2
Education,1350,Duke University,Eli,Loren,Meyerhoff,2131338,10,good,TEACHER,PROFESSOR,4.7
Humanities,1350,Duke University,Denis,,Mickiewicz,760476,12,good,TEACHER,PROFESSOR,4.5
Public Policy,1350,Duke University,Ellen,,Mickiewicz,1074683,5,good,TEACHER,PROFESSOR,3.9
Writing,1350,Duke University,Townsend,,Middleton,1511111,5,good,TEACHER,PROFESSOR,4.8
Spanish,1350,Duke University,Walter,,Mignolo,460286,11,average,TEACHER,PROFESSOR,2.8
History,1350,Duke University,Steve,,Milder,1820140,1,good,TEACHER,PROFESSOR,5.0
Documentary Studies,1350,Duke University,Nick,,Miles,2439131,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Simon,,Miles,2517125,4,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Yuriy,,Mileyko,1668865,7,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Claudia,,Milian,1051009,9,average,TEACHER,PROFESSOR,2.9
Anthropology,1350,Duke University,Kathleen,,Millar,1663102,2,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Ylana,,Miller,68955,7,average,TEACHER,PROFESSOR,3.1
Physical Ed,1350,Duke University,Tim,,Miller,492471,4,good,TEACHER,PROFESSOR,4.8
Economics,1350,Duke University,Genna,,Miller,737205,20,average,TEACHER,PROFESSOR,2.7
Philosophy,1350,Duke University,David Marshal,,Miller,1280279,6,good,TEACHER,PROFESSOR,3.5
Philosophy,1350,Duke University,Leonore,,Miller,1428683,3,good,TEACHER,PROFESSOR,5.0
Philosophy,1350,Duke University,Lester,W,Miller,1776599,3,good,TEACHER,PROFESSOR,4.8
Statistics,1350,Duke University,Jeffrey,,Miller,1994408,3,good,TEACHER,PROFESSOR,4.8
Middle Eastern Studies,1350,Duke University,Alyssa,,Miller,2473864,1,poor,TEACHER,PROFESSOR,2.0
History,1350,Duke University,Martin,,Miller,624738,31,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,Ezra,,Miller,2540340,6,good,TEACHER,PROFESSOR,4.5
Film,1350,Duke University,Steve,,Milligan,2036528,4,good,TEACHER,PROFESSOR,5.0
Public Policy,1350,Duke University,Natalia,,Mirovitskaya,1984332,1,good,TEACHER,PROFESSOR,4.0
English,1350,Duke University,Robert,,Mitchel,1027575,6,good,TEACHER,PROFESSOR,4.8
English,1350,Duke University,Robert,,Mitchell,1554305,8,average,TEACHER,PROFESSOR,2.5
Biology,1350,Duke University,Thomas,,Mitchell-Olds,988953,6,good,TEACHER,PROFESSOR,4.1
Psychology,1350,Duke University,Steve,,Mitroff,838992,16,good,TEACHER,PROFESSOR,4.3
Public Policy,1350,Duke University,Eric,,Mlyn,1889145,5,good,TEACHER,PROFESSOR,4.6
Global Health,1350,Duke University,Jeffrey,,Moe,2256257,4,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Amal,,Moghraby,1226354,9,average,TEACHER,PROFESSOR,3.2
Mathematics,1350,Duke University,Chindu,,Mohanakumar,2416077,1,poor,TEACHER,PROFESSOR,1.0
Public Policy,1350,Duke University,Manoj,,Mohanan,1739641,4,average,TEACHER,PROFESSOR,2.8
Literature,1350,Duke University,Toril,,Moi,357832,13,average,TEACHER,PROFESSOR,3.1
Biology,1350,Duke University,Santiago,,Molina,1457792,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Carlos,,Molina-Vital,1043777,3,good,TEACHER,PROFESSOR,4.2
Statistics,1350,Duke University,Anthea,,Monod,2005910,12,average,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Letizia,,Montroni,2207867,1,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Teresa,,Moore,1785892,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Jonathan,Peter,Moore,2023936,2,good,TEACHER,PROFESSOR,5.0
Marketing,1350,Duke University,Christine,,Moorman,2107028,1,good,TEACHER,PROFESSOR,5.0
Religion,1350,Duke University,Ebrahim,,Moosa,1073490,10,good,TEACHER,PROFESSOR,3.5
Spanish,1350,Duke University,Alberto,,Moreiras,712155,6,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Sonia,,Moreno,334183,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1350,Duke University,S. Philip,,Morgan,706405,4,good,TEACHER,PROFESSOR,3.8
Statistics,1350,Duke University,Kari (lock),,Morgan,1716993,11,good,TEACHER,PROFESSOR,4.4
English,1350,Duke University,Patrick,Thomas,Morgan,1973624,4,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Adrien,,Morgan,2132693,2,poor,TEACHER,PROFESSOR,1.5
Electrical Engineering,1350,Duke University,James,,Morizio,1815729,8,average,TEACHER,PROFESSOR,3.0
Law,1350,Duke University,Madeline,,Morris,1564082,1,good,TEACHER,PROFESSOR,5.0
Biology,1350,Duke University,William,,Morris,2185903,2,average,TEACHER,PROFESSOR,3.0
History,1350,Duke University,Mary Jane,,Morrow,499381,14,good,TEACHER,PROFESSOR,4.8
Literature,1350,Duke University,Michael,,Morton,794230,20,average,TEACHER,PROFESSOR,3.0
English,1350,Duke University,Fred,,Morwn,1119987,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Michael,,Moses,380008,30,good,TEACHER,PROFESSOR,4.8
Documentary Studies,1350,Duke University,John,,Moses,2316014,1,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Cary,,Moskovitz,87192,25,average,TEACHER,PROFESSOR,3.2
Canadian Studies,1350,Duke University,Jane,,Moss,1227866,4,good,TEACHER,PROFESSOR,4.1
English,1350,Duke University,Fred,,Moten,1449689,1,poor,TEACHER,PROFESSOR,1.0
Literature,1350,Duke University,Negar,,Mottahedeh,235183,22,average,TEACHER,PROFESSOR,3.1
Biology,1350,Duke University,Alexander,,Motten,239107,17,good,TEACHER,PROFESSOR,4.4
Chemistry,1350,Duke University,Ann,,Motten,844298,6,good,TEACHER,PROFESSOR,4.2
English,1350,Duke University,Dora,,Mozes,1149505,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Ng Ang A,Peter,Muchiri,2071660,1,good,TEACHER,PROFESSOR,4.5
Philosophy,1350,Duke University,Valentin,,Mudimbe,976524,2,average,TEACHER,PROFESSOR,2.8
Physics,1350,Duke University,Berndt,,Mueller,1835359,1,average,TEACHER,PROFESSOR,2.5
Nursing,1350,Duke University,Kay,,Muggenberg,1459359,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Nabanita,,Mukherjee,2235549,4,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,Sayan,,Mukherjee,1170574,12,poor,TEACHER,PROFESSOR,2.1
Chemistry,1350,Duke University,Nancy,,Mukundan,380090,23,good,TEACHER,PROFESSOR,3.6
Law,1350,Duke University,Jeremy,,Mullem,2036977,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Nancy,,Mullenneaux,1517708,16,good,TEACHER,PROFESSOR,4.3
Physics,1350,Duke University,Berndt,,Muller,935778,13,good,TEACHER,PROFESSOR,4.3
Political Science,1350,Duke University,Meg,,Mullin,1972831,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Megan,,Mullin,2373645,2,good,TEACHER,PROFESSOR,3.5
Computer Science,1350,Duke University,Kamesh,,Munagala,897004,15,average,TEACHER,PROFESSOR,2.9
Mathematics,1350,Duke University,Elizabeth,,Munch,1573743,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Michael,,Munger,385192,52,good,TEACHER,PROFESSOR,3.7
Languages,1350,Duke University,Joan,,Munne,264217,31,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,James,,Murphy,2129169,1,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Karen,,Murphy,1346403,62,good,TEACHER,PROFESSOR,4.5
Documentary Studies,1350,Duke University,Duncan,,Murrell,1812540,2,good,TEACHER,PROFESSOR,4.8
Public Policy,1350,Duke University,Clara,,Muschkin,1663525,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1350,Duke University,Ziva,,Myer,2288326,5,average,TEACHER,PROFESSOR,2.8
Writing,1350,Duke University,Richard,,Nace,1891855,1,good,TEACHER,PROFESSOR,4.5
Engineering,1350,Duke University,Joe,,Nadeau,395632,25,good,TEACHER,PROFESSOR,4.0
Literature,1350,Duke University,Navid,,Naderi,1849945,2,average,TEACHER,PROFESSOR,3.0
International Studies,1350,Duke University,Jessica,,Namakkal,1889949,11,good,TEACHER,PROFESSOR,4.3
Political Science,1350,Duke University,Philip,,Napoli,2293453,5,good,TEACHER,PROFESSOR,4.4
Public Policy,1350,Duke University,Matthew,T,Nash,2075411,4,good,TEACHER,PROFESSOR,3.8
Ethnic Studies,1350,Duke University,Mark Anthony,,Neal,585189,14,average,TEACHER,PROFESSOR,3.5
Philosophy,1350,Duke University,Karen,,Neander,1486364,5,good,TEACHER,PROFESSOR,3.5
Economics,1350,Duke University,Thomas,,Nechyba,482115,73,good,TEACHER,PROFESSOR,4.8
Religion,1350,Duke University,David,,Need,420150,44,average,TEACHER,PROFESSOR,2.9
Global Health,1350,Duke University,Megan,,Neely,2459941,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1350,Duke University,Diane,,Nelson,693598,32,average,TEACHER,PROFESSOR,3.0
Philosophy,1350,Duke University,Joe,Richard,Nelson,2378064,2,good,TEACHER,PROFESSOR,5.0
Marine Sciences,1350,Duke University,Mateja,,Nenadovic,2569531,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Kristen,,Neuschel,611307,16,poor,TEACHER,PROFESSOR,2.5
Law,1350,Duke University,Michael,,Newcity,93507,37,good,TEACHER,PROFESSOR,3.7
Neuroscience,1350,Duke University,Thomas,,Newpher,2182453,7,good,TEACHER,PROFESSOR,5.0
Neuroscience,1350,Duke University,Minna,,Ng,2097425,37,poor,TEACHER,PROFESSOR,2.3
Religion,1350,Duke University,Peter,,Nickerson,832579,18,poor,TEACHER,PROFESSOR,2.2
History,1350,Duke University,Barnes,Elizabeth,Nicole,2161539,4,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Roger,,Nightingale,486551,12,good,TEACHER,PROFESSOR,4.0
Engineering,1350,Duke University,Kathryn,,Nightingale,1212990,4,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,H. Frederik,,Nijhout,1089933,9,good,TEACHER,PROFESSOR,3.6
Political Science,1350,Duke University,Emerson,,Niou,1026256,12,average,TEACHER,PROFESSOR,3.3
Graphic Arts,1350,Duke University,William,,Noland,791141,4,good,TEACHER,PROFESSOR,3.9
Mathematics,1350,Duke University,James,,Nolen,1480409,5,good,TEACHER,PROFESSOR,4.3
Electrical Engineering,1350,Duke University,Loren,,Nolte,2368079,1,poor,TEACHER,PROFESSOR,2.0
Biology,1350,Duke University,Julie,,Noor,1344384,1,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,Mohamed,,Noor,1557934,31,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Jakob,,Norberg,1249571,16,good,TEACHER,PROFESSOR,3.6
Sociology,1350,Duke University,Carl,,Nordgren,394362,8,average,TEACHER,PROFESSOR,3.4
Philosophy,1350,Duke University,Wayne,,Norman,1647419,11,poor,TEACHER,PROFESSOR,2.2
Biology,1350,Duke University,Steve,,Nowicki,836252,7,good,TEACHER,PROFESSOR,4.8
Anthropology,1350,Duke University,Charles,,Nunn,2217956,4,good,TEACHER,PROFESSOR,4.3
Languages,1350,Duke University,Tessa,,Nunn,2533406,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1350,Duke University,William,,O'Barr,380716,17,good,TEACHER,PROFESSOR,3.6
Spanish,1350,Duke University,Meaghan,,O'Halley,1430737,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Anne,,O'Neil-Henry,907674,6,good,TEACHER,PROFESSOR,4.8
Chemistry,1350,Duke University,Terrence,,Oas,1496220,4,good,TEACHER,PROFESSOR,3.9
Writing,1350,Duke University,Jules,,Odendahl-James,858788,15,average,TEACHER,PROFESSOR,3.3
Languages,1350,Duke University,Emmanuel,,Odjo,736098,2,good,TEACHER,PROFESSOR,4.8
Physical Education,1350,Duke University,Jan,,Ogilvie,1124216,2,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Jocelyn,,Olcott,456047,10,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Diaz Espinosa,,Oliver,1343616,4,average,TEACHER,PROFESSOR,2.6
Graphic Arts,1350,Duke University,Mark,,Olson,1635364,3,good,TEACHER,PROFESSOR,3.5
Philosophy,1350,Duke University,James Abordo,,Ong,1278729,7,good,TEACHER,PROFESSOR,4.2
Science,1350,Duke University,Michael,,Orbach,1149240,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Erika,,Ordog,2317009,3,good,TEACHER,PROFESSOR,4.7
Documentary Studies,1350,Duke University,Bruce,,Orenstein,1716957,5,good,TEACHER,PROFESSOR,3.6
Mathematics,1350,Duke University,Saulo,,Orizaga,2311377,5,good,TEACHER,PROFESSOR,4.8
Computer Science,1350,Duke University,Brook,,Osborne,1784095,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Joshua,,Osterberg,2564844,1,good,TEACHER,PROFESSOR,5.0
Health Science,1350,Duke University,Luis A.,,Osuna,1467897,0,zero,TEACHER,PROFESSOR,N/A
Management,1350,Duke University,Jennings,,Otis,1689691,0,zero,TEACHER,PROFESSOR,N/A
Neuroscience,1350,Duke University,Tobias,,Overath,1962358,5,average,TEACHER,PROFESSOR,2.9
Public Policy,1350,Duke University,Jennifer,Weinreb,Owen,2156658,2,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1350,Duke University,Willie,,Padilla,2082686,5,poor,TEACHER,PROFESSOR,1.0
History,1350,Duke University,Matt,,Paino,1058176,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,David,,Paletz,311020,43,poor,TEACHER,PROFESSOR,2.5
Engineering,1350,Duke University,Mark,,Palmeri,1266410,7,good,TEACHER,PROFESSOR,4.8
Mathematics,1350,Duke University,Yu,,Pan,1864791,6,average,TEACHER,PROFESSOR,3.4
Ecology & Evolutionary Biology,1350,Duke University,William,,Pan,2483476,1,good,TEACHER,PROFESSOR,4.0
English,1350,Duke University,Sasha,,Panaram,2219650,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1350,Duke University,Debmalya,,Panigrahi,2134556,10,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,William,,Pardon,785305,9,poor,TEACHER,PROFESSOR,2.4
Languages,1350,Duke University,Liliana,,Paredes,395557,19,average,TEACHER,PROFESSOR,2.9
Chemistry,1350,Duke University,James,,Parise,986449,18,good,TEACHER,PROFESSOR,4.9
Anthropology,1350,Duke University,Erin,,Parish,2066621,1,good,TEACHER,PROFESSOR,4.5
Music,1350,Duke University,Robert,,Parkins,651033,5,good,TEACHER,PROFESSOR,4.1
Writing,1350,Duke University,Emily,,Parks,2075327,12,good,TEACHER,PROFESSOR,4.8
Computer Science,1350,Duke University,Ronald,,Parr,865563,7,average,TEACHER,PROFESSOR,2.9
Mathematics,1350,Duke University,Alan,,Parry,1495070,1,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Simon,,Partner,928520,19,good,TEACHER,PROFESSOR,4.3
Biology,1350,Duke University,Sheila,,Patek,2003498,5,average,TEACHER,PROFESSOR,3.4
Mathematics,1350,Duke University,Mainak,,Patel,1644837,7,good,TEACHER,PROFESSOR,5.0
